Title,Application Name,Application Short Name,Application Filing Date,Company Name,Commodity,File Name,ESA Folder URL,Document Number,Data ID,PDF Download URL,Application Type,Pipeline Location,Hearing Order,Consultant Name,Pipeline Status,Regulatory Instrument(s),Application URL,Decision URL,ESA Section(s),ESA Section(s) Index,Topics,PDF Page Number,tableNumber,PDF Size (bytes),PDF Page Count,Outline Present,figureNumber,Content Type
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",98,1.0,9980785,362,1,,Table
Table 5.4-1. Key Mitigation Measures for Physical Environment and Soil Productivity,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-7 Environmental and Socio-Economic Assessment - Part 1 - A7X5Q9,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5Q9,4160317,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160317,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,"Introduction, Project Description, Consultation and Engagement, Assessment Methods, Assessment of Effects on Physical Environment and Soil and Soil Productivity, Assessment of Effects on Vegetation, Assessment of Effects on Water Quality and Quantity, Assessment of Effects on Fish and Fish Habitat, Assessment of Effects on Wetlands, Assessment of Effects on Wildlife and Wildlife Habitat, Assessment of Effects on the Atmospheric Environment, Assessment of Effects on Acoustic Environment, Assessment of Effects on Socio-economic Elements, Assessment of Effects on Human Occupancy and Resource Use, Assessment of Effects on Human Health, Assessment of Effects on Traditional Land and Resource Use, Assessment of Effects on Heritage Resources, Rights of Indigenous Peoples, Assessment of the Effects of the Environment on the Project,  Assessment of Effects from Accidents and Malfunctions, Inspection and Monitoring, Conclusion, References",,"['Land', 'Air', 'Water', 'Wildlife', 'Vegetation', 'Human', 'Traditional Knowledge']",99,1.0,9980785,362,1,,Table
Table 3-1. Land Cover Classification on the Project Construction Footprint,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",13,1.0,8285879,92,1,,Table
Table 3-1. Land Cover Classification on the Project Construction Footprint,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",14,1.0,8285879,92,1,,Table
Table 3-1. Land Cover Classification on the Project Construction Footprint,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",15,1.0,8285879,92,1,,Table
Table 3-2. Previously Recorded Rare Plant Occurrences in Saskatchewan within 5 kilometres of the Project Construction Footprint,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",18,1.0,8285879,92,1,,Table
Table 3-2. Previously Recorded Rare Plant Occurrences in Saskatchewan within 5 kilometres of the Project Construction Footprint,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",19,1.0,8285879,92,1,,Table
Table 3-3. 2021 Vegetation Survey Locations,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",26,1.0,8285879,92,1,,Table
Table 3-4. Rare Plants Observed Along the Pipeline Route,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",28,1.0,8285879,92,1,,Table
Table 3-4. Rare Plants Observed Along the Pipeline Route,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",29,1.0,8285879,92,1,,Table
Table 3-4. Rare Plants Observed Along the Pipeline Route,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",30,1.0,8285879,92,1,,Table
Table 3-4. Rare Plants Observed Along the Pipeline Route,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",31,1.0,8285879,92,1,,Table
Table 3-4. Rare Plants Observed Along the Pipeline Route,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",32,1.0,8285879,92,1,,Table
Table 3-4. Rare Plants Observed Along the Pipeline Route,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",33,1.0,8285879,92,1,,Table
Table 4-1. Summary of Results of Desktop Review and Field Surveys,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",35,1.0,8285879,92,1,,Table
Table A1-1. Potential Rare Vascular Plant Species in the Manitoba Aspen Parkland Natural Subregion,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",40,1.0,8285879,92,1,,Table
Table A1-1. Potential Rare Vascular Plant Species in the Manitoba Aspen Parkland Natural Subregion,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",41,1.0,8285879,92,1,,Table
Table A1-1. Potential Rare Vascular Plant Species in the Manitoba Aspen Parkland Natural Subregion,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",42,1.0,8285879,92,1,,Table
Table A1-1. Potential Rare Vascular Plant Species in the Manitoba Aspen Parkland Natural Subregion,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",43,1.0,8285879,92,1,,Table
Table A1-1. Potential Rare Vascular Plant Species in the Manitoba Aspen Parkland Natural Subregion,Application for the Sinclair Pipeline Project,Sinclair,10/19/2021,Steel Reef Pipelines Canada Corp.,Gas,C15521-10 Environmental and Socio-Economic Assessment - Part 4 - A7X5R2,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4159888,A7X5R2,4160318,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4160318,Small Projects (under 40 km),"Saskatchewan, Manitoba",,Jacobs,Approved,XG-006-2022,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4157796,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4246777,Appendix 3 Vegetation Technical Data Report,,"['Vegetation', 'Human', 'Technology']",44,1.0,8285879,92,1,,Table
